Domain,Area,Element,Item,Year,Unit,Value
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2004","tonnes","1589"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2005","tonnes","1613"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2006","tonnes","1709"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2007","tonnes","1806"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2008","tonnes","1907"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2009","tonnes","1892"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2010","tonnes","2173"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2011","tonnes","2203"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2012","tonnes","2315"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2013","tonnes","2412"
"Livestock Processed","Africa","Production","Butter and ghee, sheep milk","2014","tonnes","2255"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2004","tonnes","83200"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2005","tonnes","84500"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2006","tonnes","84500"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2007","tonnes","92300"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2008","tonnes","92300"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2009","tonnes","94600"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2010","tonnes","92950"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2011","tonnes","90050"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2012","tonnes","89900"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2013","tonnes","88400"
"Livestock Processed","Africa","Production","Butter, buffalo milk","2014","tonnes","88400"
"Livestock Processed","Africa","Production","Butter, cow milk","2004","tonnes","127898"
"Livestock Processed","Africa","Production","Butter, cow milk","2005","tonnes","136685"
"Livestock Processed","Africa","Production","Butter, cow milk","2006","tonnes","149278"
"Livestock Processed","Africa","Production","Butter, cow milk","2007","tonnes","160488"
"Livestock Processed","Africa","Production","Butter, cow milk","2008","tonnes","163265"
"Livestock Processed","Africa","Production","Butter, cow milk","2009","tonnes","169991"
"Livestock Processed","Africa","Production","Butter, cow milk","2010","tonnes","173490"
"Livestock Processed","Africa","Production","Butter, cow milk","2011","tonnes","180645"
"Livestock Processed","Africa","Production","Butter, cow milk","2012","tonnes","196377"
"Livestock Processed","Africa","Production","Butter, cow milk","2013","tonnes","195953"
"Livestock Processed","Africa","Production","Butter, cow milk","2014","tonnes","199157"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2004","tonnes","137887"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2005","tonnes","139108"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2006","tonnes","140181"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2007","tonnes","141544"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2008","tonnes","143015"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2009","tonnes","144008"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2010","tonnes","146075"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2011","tonnes","148089"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2012","tonnes","224439"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2013","tonnes","227682"
"Livestock Processed","Africa","Production","Cheese of goat mlk","2014","tonnes","229130"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2004","tonnes","238750"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2005","tonnes","242500"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2006","tonnes","242500"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2007","tonnes","266250"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2008","tonnes","266250"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2009","tonnes","272500"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2010","tonnes","267500"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2011","tonnes","258750"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2012","tonnes","258250"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2013","tonnes","254000"
"Livestock Processed","Africa","Production","Cheese, buffalo milk","2014","tonnes","254000"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2004","tonnes","38909"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2005","tonnes","39861"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2006","tonnes","40943"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2007","tonnes","42161"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2008","tonnes","43195"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2009","tonnes","44163"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2010","tonnes","42845"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2011","tonnes","43749"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2012","tonnes","56032"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2013","tonnes","56928"
"Livestock Processed","Africa","Production","Cheese, sheep milk","2014","tonnes","57431"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2004","tonnes","123651"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2005","tonnes","125002"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2006","tonnes","127398"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2007","tonnes","130756"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2008","tonnes","132083"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2009","tonnes","133044"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2010","tonnes","138484"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2011","tonnes","126398"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2012","tonnes","129833"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2013","tonnes","127917"
"Livestock Processed","Africa","Production","Cheese, skimmed cow milk","2014","tonnes","129192"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2004","tonnes","375845"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2005","tonnes","411324"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2006","tonnes","414238"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2007","tonnes","416938"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2008","tonnes","419368"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2009","tonnes","421724"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2010","tonnes","428416"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2011","tonnes","433938"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2012","tonnes","463611"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2013","tonnes","459971"
"Livestock Processed","Africa","Production","Cheese, whole cow milk","2014","tonnes","460170"
"Livestock Processed","Africa","Production","Cream fresh","2004","tonnes","16229"
"Livestock Processed","Africa","Production","Cream fresh","2005","tonnes","18710"
"Livestock Processed","Africa","Production","Cream fresh","2006","tonnes","27900"
"Livestock Processed","Africa","Production","Cream fresh","2007","tonnes","39611"
"Livestock Processed","Africa","Production","Cream fresh","2008","tonnes","48573"
"Livestock Processed","Africa","Production","Cream fresh","2009","tonnes","51953"
"Livestock Processed","Africa","Production","Cream fresh","2010","tonnes","49431"
"Livestock Processed","Africa","Production","Cream fresh","2011","tonnes","50576"
"Livestock Processed","Africa","Production","Cream fresh","2012","tonnes","52221"
"Livestock Processed","Africa","Production","Cream fresh","2013","tonnes","51953"
"Livestock Processed","Africa","Production","Cream fresh","2014","tonnes","51953"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2004","tonnes","32635"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2005","tonnes","34677"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2006","tonnes","34426"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2007","tonnes","34788"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2008","tonnes","35870"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2009","tonnes","37369"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2010","tonnes","38271"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2011","tonnes","39086"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2012","tonnes","39173"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2013","tonnes","40064"
"Livestock Processed","Africa","Production","Ghee, butteroil of cow milk","2014","tonnes","39604"
"Livestock Processed","Africa","Production","Lard","2004","tonnes","14569"
"Livestock Processed","Africa","Production","Lard","2005","tonnes","15950"
"Livestock Processed","Africa","Production","Lard","2006","tonnes","13651"
"Livestock Processed","Africa","Production","Lard","2007","tonnes","15458"
"Livestock Processed","Africa","Production","Lard","2008","tonnes","17036"
"Livestock Processed","Africa","Production","Lard","2009","tonnes","16603"
"Livestock Processed","Africa","Production","Lard","2010","tonnes","17384"
"Livestock Processed","Africa","Production","Lard","2011","tonnes","18116"
"Livestock Processed","Africa","Production","Lard","2012","tonnes","19331"
"Livestock Processed","Africa","Production","Lard","2013","tonnes","20452"
"Livestock Processed","Africa","Production","Lard","2014","tonnes","20552"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2004","tonnes","3468337"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2005","tonnes","3680613"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2006","tonnes","4058596"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2007","tonnes","4451465"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2008","tonnes","4582627"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2009","tonnes","4798074"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2010","tonnes","4876113"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2011","tonnes","5080436"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2012","tonnes","5523180"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2013","tonnes","5497145"
"Livestock Processed","Africa","Production","Milk, skimmed cow","2014","tonnes","5579127"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2004","tonnes","16705"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2005","tonnes","7432"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2006","tonnes","8421"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2007","tonnes","7845"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2008","tonnes","8761"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2009","tonnes","8307"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2010","tonnes","8210"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2011","tonnes","8245"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2012","tonnes","8823"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2013","tonnes","8969"
"Livestock Processed","Africa","Production","Milk, skimmed dried","2014","tonnes","8969"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2004","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2005","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2006","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2007","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2008","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2009","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2010","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2011","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2012","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2013","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, skimmed evaporated","2014","tonnes","1650"
"Livestock Processed","Africa","Production","Milk, whole condensed","2004","tonnes","26544"
"Livestock Processed","Africa","Production","Milk, whole condensed","2005","tonnes","26944"
"Livestock Processed","Africa","Production","Milk, whole condensed","2006","tonnes","28458"
"Livestock Processed","Africa","Production","Milk, whole condensed","2007","tonnes","27045"
"Livestock Processed","Africa","Production","Milk, whole condensed","2008","tonnes","14529"
"Livestock Processed","Africa","Production","Milk, whole condensed","2009","tonnes","13432"
"Livestock Processed","Africa","Production","Milk, whole condensed","2010","tonnes","12806"
"Livestock Processed","Africa","Production","Milk, whole condensed","2011","tonnes","13015"
"Livestock Processed","Africa","Production","Milk, whole condensed","2012","tonnes","13418"
"Livestock Processed","Africa","Production","Milk, whole condensed","2013","tonnes","13825"
"Livestock Processed","Africa","Production","Milk, whole condensed","2014","tonnes","13826"
"Livestock Processed","Africa","Production","Milk, whole dried","2004","tonnes","22122"
"Livestock Processed","Africa","Production","Milk, whole dried","2005","tonnes","15656"
"Livestock Processed","Africa","Production","Milk, whole dried","2006","tonnes","17047"
"Livestock Processed","Africa","Production","Milk, whole dried","2007","tonnes","17648"
"Livestock Processed","Africa","Production","Milk, whole dried","2008","tonnes","20179"
"Livestock Processed","Africa","Production","Milk, whole dried","2009","tonnes","18730"
"Livestock Processed","Africa","Production","Milk, whole dried","2010","tonnes","19115"
"Livestock Processed","Africa","Production","Milk, whole dried","2011","tonnes","19677"
"Livestock Processed","Africa","Production","Milk, whole dried","2012","tonnes","20179"
"Livestock Processed","Africa","Production","Milk, whole dried","2013","tonnes","48182"
"Livestock Processed","Africa","Production","Milk, whole dried","2014","tonnes","48564"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2004","tonnes","19273"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2005","tonnes","18258"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2006","tonnes","18275"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2007","tonnes","18293"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2008","tonnes","19026"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2009","tonnes","18338"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2010","tonnes","19738"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2011","tonnes","19748"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2012","tonnes","19765"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2013","tonnes","48124"
"Livestock Processed","Africa","Production","Milk, whole evaporated","2014","tonnes","19776"
"Livestock Processed","Africa","Production","Silk raw","2004","tonnes","3"
"Livestock Processed","Africa","Production","Silk raw","2005","tonnes","3"
"Livestock Processed","Africa","Production","Silk raw","2006","tonnes","4"
"Livestock Processed","Africa","Production","Silk raw","2007","tonnes","4"
"Livestock Processed","Africa","Production","Silk raw","2008","tonnes","5"
"Livestock Processed","Africa","Production","Silk raw","2009","tonnes","5"
"Livestock Processed","Africa","Production","Silk raw","2010","tonnes","6"
"Livestock Processed","Africa","Production","Silk raw","2011","tonnes","6"
"Livestock Processed","Africa","Production","Silk raw","2012","tonnes","7"
"Livestock Processed","Africa","Production","Silk raw","2013","tonnes","7"
"Livestock Processed","Africa","Production","Silk raw","2014","tonnes","7"
"Livestock Processed","Africa","Production","Tallow","2004","tonnes","24682"
"Livestock Processed","Africa","Production","Tallow","2005","tonnes","25223"
"Livestock Processed","Africa","Production","Tallow","2006","tonnes","26002"
"Livestock Processed","Africa","Production","Tallow","2007","tonnes","25527"
"Livestock Processed","Africa","Production","Tallow","2008","tonnes","26781"
"Livestock Processed","Africa","Production","Tallow","2009","tonnes","28309"
"Livestock Processed","Africa","Production","Tallow","2010","tonnes","29424"
"Livestock Processed","Africa","Production","Tallow","2011","tonnes","25746"
"Livestock Processed","Africa","Production","Tallow","2012","tonnes","30852"
"Livestock Processed","Africa","Production","Tallow","2013","tonnes","32587"
"Livestock Processed","Africa","Production","Tallow","2014","tonnes","33398"
"Livestock Processed","Africa","Production","Whey, dry","2004","tonnes","1807"
"Livestock Processed","Africa","Production","Whey, dry","2005","tonnes","3397"
"Livestock Processed","Africa","Production","Whey, dry","2006","tonnes","3544"
"Livestock Processed","Africa","Production","Whey, dry","2007","tonnes","3615"
"Livestock Processed","Africa","Production","Whey, dry","2008","tonnes","3549"
"Livestock Processed","Africa","Production","Whey, dry","2009","tonnes","3559"
"Livestock Processed","Africa","Production","Whey, dry","2010","tonnes","3827"
"Livestock Processed","Africa","Production","Whey, dry","2011","tonnes","4054"
"Livestock Processed","Africa","Production","Whey, dry","2012","tonnes","4289"
"Livestock Processed","Africa","Production","Whey, dry","2013","tonnes","4351"
"Livestock Processed","Africa","Production","Whey, dry","2014","tonnes","2328"
"Livestock Processed","Africa","Production","Yoghurt","2004","tonnes","2880"
"Livestock Processed","Africa","Production","Yoghurt","2005","tonnes","2880"
